_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,rate_the_grammarspelling_of_the_translation,orig__channel,orig__city,orig__country,orig__created_at,orig__id,orig__ip,orig__region,orig__started_at,orig__tainted,orig__trust,orig__unit_id,orig__worker_id,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page_gold,check_this_box_if_there_is_text_in_the_photo_gold,is_there_text_on_the_page,is_there_text_on_the_page_gold,rate_the_grammarspelling_of_the_translation_gold,translate_the_text_in_the_photo_as_accurately_as_possible,translate_the_text_in_the_photo_as_accurately_as_possible_gold,url
935804872,4/24/2016 00:03:59,1967789169,4/24/2016 00:01:07,false,cf_internal,0.915,37039867,USA,PA,Philadelphia,68.180.100.95,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/24/2016 23:14:06,1968201152,4/24/2016 23:13:32,false,cf_internal,0.8925,36576408,USA,PA,Philadelphia,165.123.197.8,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 04:12:48,1968297566,4/25/2016 04:05:31,false,cf_internal,0.8619,37068595,USA,NY,Mamaroneck,100.2.227.34,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 15:01:47,1968509518,4/25/2016 14:57:08,false,cf_internal,0.9098,37469036,USA,PA,Philadelphia,130.91.133.58,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 16:01:38,1968534941,4/25/2016 15:56:58,false,cf_internal,0.8851,37049267,USA,PA,Philadelphia,158.130.87.157,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 16:50:47,1968560140,4/25/2016 16:43:25,false,cf_internal,0.9106,36965178,USA,PA,Philadelphia,158.130.195.100,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 20:52:22,1968666382,4/25/2016 20:50:19,false,cf_internal,0.9006,37051810,USA,PA,Philadelphia,165.123.225.55,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 21:28:01,1968683107,4/25/2016 21:23:15,false,cf_internal,0.9601,37064182,USA,PA,Philadelphia,158.130.196.43,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 21:30:23,1968684102,4/25/2016 21:27:04,false,cf_internal,0.9461,37040273,USA,PA,Philadelphia,165.123.215.86,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
935804872,4/25/2016 21:38:35,1968687753,4/25/2016 21:36:36,false,cf_internal,0.9769,37031767,USA,PA,Philadelphia,158.130.238.98,,,,neodev,Barquisimeto,VEN,4/18/2016 03:53:07,1962649252,190.36.187.145,13,4/18/2016 03:52:58,false,1.0,935118433,37255634,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/A_girl's_poems/A_girl's_poems_0.jpg
